Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
The Killer's Shopping List,"['Lee Kwang-soo', 'Kim Seol-hyun', 'Jin Hee-kyung']",['Lee Eon-hee'],"['Comedy', 'Mystery', 'Thriller']",7.1,"One day, a dead body is found at an apartment near the supermarket. Finding this murder odd, Dae-sung, his mother, and his girlfriend Ah-hee gather around to find the real murderer, starting by looking through the receipts of the market.   One day, a dead body is found at an apartment near the supermarket. Finding this murder odd, Dae-sung, his mother, and his girlfriend Ah-hee gather around to find the real murderer, starting by looking through the receipts of the market. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/The_Killer%27s_Shopping_List.jpg/250px-The_Killer%27s_Shopping_List.jpg,https://en.wikipedia.org/wiki/The_Killer%27s_Shopping_List
The Killing Vote,"['Park Hae-jin', 'Park Sung-woong', 'Lim Ji-yeon']",['Park Shin-woo'],"['Hardboiled', 'Thriller', 'Crime']",7.1,"In a world where criminals evade justice, citizens vote via text for the death penalty, executed by ""Dog Mask"" if over 50% agree.  In a world where criminals evade justice, citizens vote via text for the death penalty, executed by ""Dog Mask"" if over 50% agree. ",https://upload.wikimedia.org/wikipedia/en/d/d1/The_Killing_Vote.png,https://en.wikipedia.org/wiki/The_Killing_Vote
The King 2 Hearts,"['Ha Ji-won', 'Lee Seung-gi']","['Lee Jae-kyoo', 'Jung Dae-yoon']","['Romance', 'Drama', 'Action']",7.6,The crown-prince of South Korea is forced to work alongside a female North Korean military officer. Political and emotional complications lead to an uneasy marriage engagement.  The crown-prince of South Korea is forced to work alongside a female North Korean military officer. Political and emotional complications lead to an uneasy marriage engagement. ,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/The_King_2_Hearts-poster.jpg/220px-The_King_2_Hearts-poster.jpg,https://en.wikipedia.org/wiki/The_King_2_Hearts
The King and I (TV series),"['Oh Man-seok', 'Koo Hye-sun', 'Go Joo-won']","['Kim Jae-hyung', 'Lee Jong-soo', 'Son Jae-sung']",['Historical'],7.4,"It's about Kim Cheo Seon's life during the Joseon Dynasty. Kim Cheo Seon was a loyal and faithful eunuch for various Kings, such as the 5th King, Munjong, and the 10th King, Yeonsangun, during the Joseon era.   It's about Kim Cheo Seon's life during the Joseon Dynasty. Kim Cheo Seon was a loyal and faithful eunuch for various Kings, such as the 5th King, Munjong, and the 10th King, Yeonsangun, during the Joseon era. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/The_King_and_I_%28TV_series%29.jpg/220px-The_King_and_I_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/The_King_and_I_(TV_series)
The King in Love,"['Im Si-wan', 'Im Yoon-ah', 'Hong Jong-hyun']",['Kim Sang-hyeop [ko]'],"['Historical', 'Romance', 'Melodrama']",7.2,"Won, the crown prince of Goryeo, becomes best friends with his bodyguard Wang Rin. Their friendship is tested when they realize that they have fallen for the same woman.  Won, the crown prince of Goryeo, becomes best friends with his bodyguard Wang Rin. Their friendship is tested when they realize that they have fallen for the same woman. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/70/The_King_In_Love_%28%EC%99%95%EC%9D%80_%EC%82%AC%EB%9E%91%ED%95%9C%EB%8B%A4%29.jpg/220px-The_King_In_Love_%28%EC%99%95%EC%9D%80_%EC%82%AC%EB%9E%91%ED%95%9C%EB%8B%A4%29.jpg,https://en.wikipedia.org/wiki/The_King_in_Love
The King of Dramas,"['Kim Myung-min', 'Jung Ryeo-won', 'Choi Siwon']",['Hong Sung-chang'],"['Satire', 'Comedy', 'Romance']",7.5,"Untypical Korean drama plot with 'no melodrama' about putting together an untypical Korean drama with no melodrama. Fast-paced and full of twists, revenge, greed and fun.  Untypical Korean drama plot with 'no melodrama' about putting together an untypical Korean drama with no melodrama. Fast-paced and full of twists, revenge, greed and fun. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/The-King-of-Dramas-Poster1.jpg/220px-The-King-of-Dramas-Poster1.jpg,https://en.wikipedia.org/wiki/The_King_of_Dramas
The King of Legend,"['Kam Woo-sung', 'Kim Ji-soo', 'Lee Jong-won', 'Lee Ji-hoon', 'Ahn Jae-mo']","['Yoon Chang-bum', 'Kim Young-jo']","['Period drama', 'Action']",7.1,"The story of King Geunchogo, the warlike king of Baekje, under whose reign the kingdom flourished with military conquests through which he controlled most of the Korean peninsula.  The story of King Geunchogo, the warlike king of Baekje, under whose reign the kingdom flourished with military conquests through which he controlled most of the Korean peninsula. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/75/King_of_Legend-poster.jpg/220px-King_of_Legend-poster.jpg,https://en.wikipedia.org/wiki/The_King_of_Legend
"The King of Tears, Lee Bang-won","['Joo Sang-wook', 'Park Jin-hee', 'Kim Yeong-cheol']","['Kim Hyung-il', 'Shim Jae-hyun']","['Historical', 'Action', 'Political thriller']",4.5,"The King of Tears, Lee Bang-won sheds new light on leader Yi Bang-won who took the initiative to establish the Empire of Joseon during the end of the Goryeo Dynasty and early Joseon Dynasty when the ancient order of Goryeo was destroyed and the new order of Joseon was created. It... Read all   The King of Tears, Lee Bang-won sheds new light on leader Yi Bang-won who took the initiative to establish the Empire of Joseon during the end of the Goryeo Dynasty and early Joseon Dynasty when the ancient order of Goryeo was destroyed and the new order of Joseon was created. It... Read all Read all ",https://upload.wikimedia.org/wikipedia/en/thumb/4/45/The_King_of_Tears%2C_Lee_Bang-won.jpg/220px-The_King_of_Tears%2C_Lee_Bang-won.jpg,"https://en.wikipedia.org/wiki/The_King_of_Tears,_Lee_Bang-won"
The King: Eternal Monarch,"['Lee Min-ho', 'Kim Go-eun', 'Woo Do-hwan', 'Kim Kyung-nam', 'Jung Eun-chae', 'Lee Jung-jin']","['Baek Sang-hoon [ko]', 'Jung Ji-hyun', 'Yoo Je-won']","['Romance', 'Fantasy']",8.1,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.  A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/The_King_Eternal_Monarch.jpg/220px-The_King_Eternal_Monarch.jpg,https://en.wikipedia.org/wiki/The_King:_Eternal_Monarch
The King's Affection,"['Park Eun-bin', 'Rowoon', 'Nam Yoon-su', 'Choi Byung-chan', 'Bae Yoon-kyung', 'Jung Chae-yeon']",['Song Hyun-wook'],"['Historical', 'Romance', 'Fiction', 'Comedy']",8,"The story is set during the Joseon Dynasty when twins were considered an ominous sign. When the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace.   The story is set during the Joseon Dynasty when twins were considered an ominous sign. When the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Yeonmo.jpg/250px-Yeonmo.jpg,https://en.wikipedia.org/wiki/The_King%27s_Affection
"The King's Daughter, Soo Baek-hyang","['Seo Hyun-jin', 'Seo Woo', 'Lee Jae-ryong', 'Jo Hyun-jae', 'Jun Tae-soo']","['Lee San-yeob', 'Choi Joon-bae']","['Historical period drama', 'Romance', 'Action']",7.7,"During King Muryeong's reign, his secret daughter Baek Hyang was denied princesshood. She later led Bimun, aiding Baekje's war. Her patriotism earned her a place in history for filial duty.  During King Muryeong's reign, his secret daughter Baek Hyang was denied princesshood. She later led Bimun, aiding Baekje's war. Her patriotism earned her a place in history for filial duty. ",https://upload.wikimedia.org/wikipedia/en/thumb/2/21/King%27s_Daughter%2C_Soo_Baek_Hyang.jpg/220px-King%27s_Daughter%2C_Soo_Baek_Hyang.jpg,"https://en.wikipedia.org/wiki/The_King%27s_Daughter,_Soo_Baek-hyang"
The King's Doctor,"['Cho Seung-woo', 'Lee Yo-won']","['Lee Byung-hoon', 'Choi Jung-gyu']","['Historical', 'Medical drama']",7.5,A Medical drama about the life of a low-class veterinarian of that era who was a horse doctor then becoming a high official as a court physician in charge of the king's health in the late period of the Joseon Dynasty.   A Medical drama about the life of a low-class veterinarian of that era who was a horse doctor then becoming a high official as a court physician in charge of the king's health in the late period of the Joseon Dynasty. ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Horse_Doctor-poster.jpg/220px-Horse_Doctor-poster.jpg,https://en.wikipedia.org/wiki/The_King%27s_Doctor
The King's Face,"['Seo In-guk', 'Jo Yoon-hee', 'Lee Sung-jae', 'Kim Gyu-ri', 'Shin Sung-rok']","['Yoon Sung-sik', 'Cha Young-hoon']","['Historical period drama', 'Romance', 'Political']",6.9,"Gwanghae, the illegitimate prince of Joseon, endures conflicts, threats and coup attempts for 16 years. He clashes with King Seonjo over power and love, using a physiognomist to aid his quest for the throne.   Gwanghae, the illegitimate prince of Joseon, endures conflicts, threats and coup attempts for 16 years. He clashes with King Seonjo over power and love, using a physiognomist to aid his quest for the throne. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Thekingsface-poster.jpg/220px-Thekingsface-poster.jpg,https://en.wikipedia.org/wiki/The_King%27s_Face
The Kingdom of the Winds,"['Song Il-kook', 'Choi Jung-won', 'Park Gun-hyung', 'Jung Jin-young']","['Ji Byung-Hyun', 'Kang Il-Soo']","['epic', 'Action-adventure', 'History', 'Korean drama']",7.5,"Story of of king Daemusin, third ruler of Goguryeo and grandson of king Jumong.  Story of of king Daemusin, third ruler of Goguryeo and grandson of king Jumong. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/KBS_The_Kingdom_of_The_Winds.jpg/220px-KBS_The_Kingdom_of_The_Winds.jpg,https://en.wikipedia.org/wiki/The_Kingdom_of_the_Winds
The Lady in Dignity,"['Kim Hee-sun', 'Kim Sun-ah', 'Jung Sang-hoon', 'Lee Tae-im', 'Lee Ki-woo']",['Kim Yoon-chul'],"['Drama', 'Mystery', 'Thriller']",7.3,"The story of an elegant Cheongdam-dong woman named Woo Ah Jin, who relished a life of luxury by marrying a quasi-chaebol son, until Park Bok Ja walks into her life.  The story of an elegant Cheongdam-dong woman named Woo Ah Jin, who relished a life of luxury by marrying a quasi-chaebol son, until Park Bok Ja walks into her life. ",https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Woman_of_Dignity_Poster.jpg/220px-Woman_of_Dignity_Poster.jpg,https://en.wikipedia.org/wiki/The_Lady_in_Dignity
The Last Empress (TV series),"['Jang Na-ra', 'Choi Jin-hyuk', 'Shin Sung-rok', 'Lee Elijah', 'Shin Eun-kyung']",['Joo Dong-min'],"['Mystery', 'Thriller', 'Action', 'Romance', 'Comedy']",7.1,"In an alternate universe where Korea is a monarchy, an actress marries the emperor. As time passes, she gets caught up in a power struggle and the investigation of a murder that threatens the regime.   In an alternate universe where Korea is a monarchy, an actress marries the emperor. As time passes, she gets caught up in a power struggle and the investigation of a murder that threatens the regime. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/40/The_Last_Empress_%28TV_series%29.jpg/220px-The_Last_Empress_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/The_Last_Empress_(TV_series)
The Law Cafe,"['Lee Seung-gi', 'Lee Se-young']",['Lee Eun-jin'],"['Legal', 'Romance']",7.4,Kim Jung-ho quits being a prosecutor despite a promising future after discovering the dirty secrets of his prosecutor father. Kim Yu-ri is a strong-willed and righteous woman.  Kim Jung-ho quits being a prosecutor despite a promising future after discovering the dirty secrets of his prosecutor father. Kim Yu-ri is a strong-willed and righteous woman. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/The_Law_Cafe.jpg/250px-The_Law_Cafe.jpg,https://en.wikipedia.org/wiki/The_Law_Cafe
The Legend (TV series),"['Bae Yong-joon', 'Lee Ji-ah', 'Moon So-ri', 'Choi Min-soo']","['Kim Jong-hak', 'Yoon Sang-ho']","['Fantasy', 'Period drama', 'Romance']",6.2,"Nasser (Mohammad Ramadan), a young graduate of the Faculty of Law, lives in the Seventh-day Adventist area and seeks to join the judiciary, but he's rejected because of his mercenary brother Rifai's bad reputation. Nasser gets involved in the criminality practiced by private brot... Read all   Nasser (Mohammad Ramadan), a young graduate of the Faculty of Law, lives in the Seventh-day Adventist area and seeks to join the judiciary, but he's rejected because of his mercenary brother Rifai's bad reputation. Nasser gets involved in the criminality practiced by private brot... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/The_Legend-poster.jpg/220px-The_Legend-poster.jpg,https://en.wikipedia.org/wiki/The_Legend_(TV_series)
The Legend of the Blue Sea,"['Jun Ji-hyun', 'Lee Min-ho']","['Jin Hyuk', 'Park Seon-ho']","['Fantasy', 'Reincarnation', 'Romance', 'Comedy']",8.1,"A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past.  A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past. ",https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Legend_of_the_Blue_Sea_Poster.jpg/220px-Legend_of_the_Blue_Sea_Poster.jpg,https://en.wikipedia.org/wiki/The_Legend_of_the_Blue_Sea
The Liar and His Lover (TV series),"['Lee Hyun-woo', 'Park Soo-young', 'Lee Jung-jin', 'Lee Seo-won', 'Hong Seo-young']",['Kim Jin-min'],['Romantic comedy'],6.8,"Yoon Sorim, a high school student, vocalist, and a guitarist takes audition to achieve her dream. Known as Producer K, Kang Hangyeol creates music with his passion and taste. With coincidence, Sorim and Hangyeol meet each other.   Yoon Sorim, a high school student, vocalist, and a guitarist takes audition to achieve her dream. Known as Producer K, Kang Hangyeol creates music with his passion and taste. With coincidence, Sorim and Hangyeol meet each other. ",https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/The_Liar_and_His_Lover_Poster.jpg/220px-The_Liar_and_His_Lover_Poster.jpg,https://en.wikipedia.org/wiki/The_Liar_and_His_Lover_(TV_series)
The Lies Within,"['Lee Min-ki', 'Lee Yoo-young']",['Lee Yoon-jung'],['Thriller'],7,"A woman, whose husband disappears, joins the National Assembly and teams up with a detective in her search for the truth. The two of them work together to break through the silence and lies that people spill to protect their own interests.   A woman, whose husband disappears, joins the National Assembly and teams up with a detective in her search for the truth. The two of them work together to break through the silence and lies that people spill to protect their own interests. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/The_Lies_Within.jpg/220px-The_Lies_Within.jpg,https://en.wikipedia.org/wiki/The_Lies_Within
The Light in Your Eyes (TV series),"['Han Ji-min', 'Kim Hye-ja', 'Nam Joo-hyuk', 'Son Ho-jun']",['Kim Suk-yoon'],['Melodrama'],7.8,This story is about a woman who loses all her time before she can use it up and a man who gives up all of his radiant moments and lives a lethargic life.  This story is about a woman who loses all her time before she can use it up and a man who gives up all of his radiant moments and lives a lethargic life. ,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/The_Light_in_Your_Eyes.jpg/220px-The_Light_in_Your_Eyes.jpg,https://en.wikipedia.org/wiki/The_Light_in_Your_Eyes_(TV_series)
The Lover (TV series),"['Oh Jung-se', 'Ryu Hyun-kyung', 'Jung Joon-young', 'Choi Yeo-jin', 'Park Jong-hwan', 'Ha Eun-seol', 'Takuya Terada', 'Lee Jae-joon']","['Kim Tae-eun', 'Jung Min-seok']","['Romance, Comedy']",7.4,"It tells the story of Janet, a supermarket worker who doesn't care about anything, including her life, and Seamus, a self-centered, political broadcaster. They find themselves inextricably drawn to each other.   It tells the story of Janet, a supermarket worker who doesn't care about anything, including her life, and Seamus, a self-centered, political broadcaster. They find themselves inextricably drawn to each other. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/The_Lover_%28%EB%8D%94_%EB%9F%AC%EB%B2%84%29_Promotional_Poster.jpg/220px-The_Lover_%28%EB%8D%94_%EB%9F%AC%EB%B2%84%29_Promotional_Poster.jpg,https://en.wikipedia.org/wiki/The_Lover_(TV_series)
The Man in the Mask,"['Joo Sang-wook', 'Kim Sun-a', 'Um Ki-joon', 'Jun Kwang-ryul', 'Hwang Sun-hee', 'Lee Moon-sik']","['Jeon San', 'Kim Yong-soo']","['Action', 'Romance', 'Comedy']",6.5,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?  The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king? ,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Masked_Prosecutor_poster.jpg/220px-Masked_Prosecutor_poster.jpg,https://en.wikipedia.org/wiki/The_Man_in_the_Mask
The Master of Revenge,"['Chun Jung-myung', 'Cho Jae-hyun', 'Jeong Yu-mi', 'Lee Sang-yeob', 'Gong Seung-yeon']",['Kim Jong-yeon'],"['Revenge', 'Melodrama']",7.7,"When Moo-Myung was young, he had an once-in-a-lifetime event. He walked into orphanage by himself. To take revenge, he attempts to become a Master of Noodles.  When Moo-Myung was young, he had an once-in-a-lifetime event. He walked into orphanage by himself. To take revenge, he attempts to become a Master of Noodles. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/78/The_Master_of_Revenge_-_Promotional_poster.jpg/220px-The_Master_of_Revenge_-_Promotional_poster.jpg,https://en.wikipedia.org/wiki/The_Master_of_Revenge
